text,date,rating,has_official_reply,reactions_total,edited
"Ждал 30 минут что бы забрать свою готовую карту получил талон в 17:33 делее как подошла моя очередь в 18:01 ровно, оператор говорить что не может выдать карту так как выдача до 18:00. Не понимаю зачем тогда меня вызывать видимо для того что бы полсать. Зачем нанимать сотрудников кторые не хотят работать.",28 февраля 2025,1,True,5,False
"Не очень банк, хотел до срочно закырть, заставляют бегать по окошкам,почему сразу не говорят куда вначале идти или как. А то ждать очередь у каждого окошка времени нет",18 февраля 2025,1,True,6,False
"Сегодня ждала в очереди 55 минут чтоб закрыть депозит(в 11:39 получила талон 235).
Сотрудники агрессивные, приходят спрашивают у всех номера талонов и уходят(ни на что это не влияет, тупо спрашивают время от времени и садятся на свои места и все) 🤡. Одна женщина в очереди больше всех возмущалась тк опаздывала на работу и ждала около часа. Потом она начала звать менеджера и кричать что уже час очередь не двигается, вызвали охрану и забрали ее куда то. Не знаю села она за свой столик или куда ушла. Потом подошел большой мужик с талонной и говорит: уважаемые клиенты, успокойтесь и уходит. Это занавес.
Потом я дошла до менеджера и мне говорят что депозит закрыть нельзя. Приходите в тот день когда назначена дата окончания депозита и закрываете, на свою же карту перекинуть оттуда нельзя, на текущий свой счет внутри банка тоже нельзя. Надо придти и лично закрыть свой депозит(у него срок и так стоит но тк он автоматический пролонгируется ЕГО ЗАКРЫТЬ ТОЖЕ НЕЛЬЗЯ) тоесть банк сам продлевает срок депозита и вам ее закрыть нельзя.
Просто шикарно.",12 февраля 2025,1,True,5,False
"С момента получения талона прошло 2 часа, а меня все еще не вызвали, хотя вопрос заключается в получение выписки по текущему счету по оплате ипотеке,в приложение получить нельзя, есть только пополнение, а куда ушли деньги за оплату ипотеки в части ОД и % нету, это очень большая проблема, за которую нужно ждать более 2-х часов. Ребята вам нужно улучшать функционал в мобильном приложение или увеличивать менеджеров по продаж.",5 февраля 2025,1,True,5,True
"Сижу 30 мин, обслужили 1 клиента. Учитывая по отзывам эта проблема существует давно почему не решается? Сейчас время 14:11.",29 января 2025,1,True,4,False
"Қала бойынша пластик карта шығаратын 3 филиалы ғана бар. 595 колл нөмірінде оператор істеп тұр деген. Келсем банкте мүлде жүйе жұмыс істемей тұр дейді. 4 күн бұрын картаға өтінім бергенмін. Әлі істемеген. Бахтияр деген ресепшндегі маман “талон да бере алмай жатырмыз, жүйе істемей тұр” деді. 2 сағат дәлізде отырмыз.

Forte Bank картасын 15 сағаттың ішінде курьер арқылы тегін жеткізіп береді. Ал Kaspi банк картоматынан 1 мин басып береді. Мынау Freedom тасбақадан өткен, 4 күн бұрын тапсырыс қабылдаған. Тимур Тұрлов публикаға ғана әртістене бермей, қызмет сапасын дұрыстау керек.",24 января 2025,1,True,4,False
"Добрый день! Сразу по сервису:
- в комнатке с картоматом не ловит связь Beeline, а Tele2 ловит еле еле. Чтобы активировать гостевой Wi-Fi, нужно ввести номер телефона и код из смс. Чтобы распечатать карту нужен либо интернет либо связь. В общем со стороны физических упражнений это плюс - ходить на улицу и обратно, но к банковским услугам это вообще не относится никак. Надеюсь что больше не понадобится сюда приходить и где-нибудь поблизости откроется удобный филиал с сотовой связью внутри банка.",11 апреля 2026,1,True,0,False
"Сотрудники профессионалы. Мне помогли быстро разобраться с моим вопросом. Очень приятно, когда встречаются такие сотрудники.",9 апреля 2026,5,True,0,False
Сегодня нас обслуживание супервайзер Ильяс!Мы остались довольны и признательны за его профессионализм и терпение! Благорим за помощь!,8 апреля 2026,5,True,1,False
Осень плохой сервис. Я как юр лицо не могу связаться с менеджером по счету и заработному проекту. Банк списывает комиссию когда не в одном другом банке нет такого. Поддержка не даёт связь с менеджерами,4 апреля 2026,1,True,0,False
"Посетили сегодня данный филиал. Во первых, непонятно как это здание вообще работает как общественное. Чтобы туда спуститься надо пройти по огромной лестнице. Ни МГН, ни женщина с коляской туда пройти вообще не смогут. Такое запрещено по строительным нормам, кто разрешил открытие такого заведения ?
Во вторых, работники медлительные и сонные , каждый запрос обрабатывался минимум 15,20 минут. Я не видела такой медлительности ни в одном современном банке.
На запрос, который должен был занять буквально пару минут , мы потратили 30 минут , и не дождались обслуживания и просто вынуждены были уйти. Внутри не ловит связь и к Вай фаю не подключается без смс - которая по понятным причинам не пришла.
В общем посещение данного места - это потерянное втупую время.",4 апреля 2026,1,True,0,False
"22.03.26 Алматы молл сауда үйіндегі банкомат арқылы ақша салдым,сол қаражатымды әлі счетыма салмай жатыр.
Өте жауапсыз мамандар,",1 апреля 2026,1,True,0,False
"Банк предоставляет современные и полезные финансовые решения. Здесь можно легко найти продукт, который соответствует вашим потребностям, будь то депозит, кредит или инвестиционная программа. Мне нравится широкий выбор предложений.",1 апреля 2026,5,True,0,False
"Ипотеку в Фридом Банке оформили без особых проблем, но процесс занял целую неделю, наша квартира чуть не ушла другим покупателям. Но успели все рано и по сумме убрались как хотели. Проценты не скажу что, низкие, как у всех.",1 апреля 2026,4,True,0,False
Cайт очень плохо работает именно при приобретений билетов. Ещё заставляють купить только в приложений Фридом суперапп. Жестко логает,31 марта 2026,1,False,0,False
"Обслуживание на высоком уровне, вопросы решаются быстро. Банк предлагает широкий спектр услуг, которые могут быть полезны в повседневной жизни",29 марта 2026,5,True,0,False
"В приложении оформил заявку на кредит, все этапы прошел, в конце пишет ждите 24 часа, в итоге заявка сама по себе исчезла. Итак 2 раза, позвонил в колл центр, говорят техн неполадки. Клиентам продают не рабочий сервис. Учитесь у Каспи!",27 марта 2026,1,True,0,False
"Не решили проблему касательно онлайн банкинга юридического лица. Ноль функционала, невероятное количество ошибок в системе",25 марта 2026,1,True,0,True
Хорошее и качественное обслуживание клиентов. Приветливый персонал банка все объяснили и показали как и что сделать. Спасибо вам. Успехов в бизнесе. 🤝,25 марта 2026,5,True,0,True
"Оставляю крайне негативный отзыв о ситуации с отменой рейса и действиями Freedom Bank.

Мой рейс был отменён более чем на 48 часов. Это не “незначительное изменение” и не “перенос”, а фактическая отмена услуги с серьёзными последствиями для меня как клиента. Учитывая дальнейшие мои поездки в чужой стране.

Несмотря на это, Freedom Bank отказывает в возврате полной суммы, что выглядит как прямое игнорирование прав клиента. Услуга не была оказана в согласованные сроки, а значит, у меня есть все основания требовать полный возврат средств.

Складывается впечатление, что банк намеренно затягивает или избегает выполнения своих обязательств, прикрываясь формальными причинами. Такой подход недопустим для финансовой организации, которая заявляет о высоком уровне сервиса.

Требую:
1. Немедленного пересмотра решения по моему обращению
2. Возврата полной суммы без дальнейших затягиваний
3. Чёткого и обоснованного ответа с указанием нормативных оснований отказа

В противном случае я оставляю за собой право обратиться в регулирующие органы и соответствующие инстанции для защиты своих прав как потребителя.

Ситуация подрывает доверие к банку и демонстрирует крайне низкий уровень клиентской поддержки.",19 марта 2026,1,True,0,False
"Зашла в отделение просто уточнить пару вопросов. В итоге вышла с оформленной картой и хорошим настроением. Девушки в зале вежливые, все объясняют по-человечески.",18 марта 2026,5,True,0,False
"Добрый день! Сегодня была в Отделении-очень довольна. Обслужили быстро, и на ресепшн молодой человек, и на кассе девушка-старший кассир очень хорошо знают продукты банка, доходчиво и терпеливо объясняют. А менеджер БАЙБОЛАТ АЙГЕРИМ БОЛАТҚЫЗЫ вообще выше всех похвал. Такая приятная, коммуникабельная и очень терпеливая. Очень мне помогла.
Спасибо, хорошие люди.",18 марта 2026,5,True,0,False
"Взяли цифровую ипотеку с женой по программе 7-20-25. Очень удобно, без нервов. Отдельное спасибо банку за нормальный подход и быстрое рассмотрение",17 марта 2026,5,True,1,False
"На днях забыл что день оплаты кредита наступил, вспомнил ночью. Оплатил сразу. Через день мне звонят и говорят что я кредит вообще не оплачивал. Пишу в службу поддержки, дальше они говорят что там 500 тг надо оплатить ( я это и так понимал что надо будет оплатить пенью, так как оплатил ночью). Там же спрашиваю где его оплатить так как данную сумму я не вижу в приложениях, хотя их целых два. Сказали что там оно есть. И просили скрин отправит. А в приложении скрины не отправляются. Решил позвонить в кол центр, мне сказали перекинуть деньги с одного счета на другой и они автоматический после 7 вечера возьмут из данного счета. Все было сделано но также весит просрочка, а деньги все еще на счету",17 марта 2026,1,True,0,False
"Здравствуйте Все! Хотел оперативно взять кредит, всего лишь 1 лимон. База не работала проверить одобрят или нет, а самое главное выдают через 1 день. Очень долго.",15 марта 2026,2,True,0,True
"Айман Бектимуровна, очень постаралась для решения моего не очень простого вопроса! Огромная благодарность!",13 марта 2026,5,True,1,False
"Сотрудники молодцы, подробно объяснили условия оформления кредита для бизнеса. Рассказали с какими документами можно подать заявку онлайн.",12 марта 2026,5,True,1,False
"Можно закрывать карту Фридома. Кэшбеки урезали в 2 раза, до этого можно было потерпеть декларации и прочую волокиту с etn. Сейчас же выгоды нет и ужасное обслуживание терпеть надоело.",12 марта 2026,2,True,0,False
"Перевел ТОО на фридом,
Идея банка отличная, много всего хорошего
Но в валютном контроле работают не адекватнные люди, наверно они думают они великие
Целу неделю регистрировали договор, каждый отказ придумывали новую причину, даже в момент перевода запросили код товара который много много раз отправляли во время регистрации договора
Увольте всех в валютном контроле",10 марта 2026,2,True,0,False
"Решил взять автокредит — выбрал «Фридом Банк» по совету друга. Всё прошло гладко: онлайн‑заявка, быстрое одобрение, прозрачные условия. Особенно порадовал низкий процент. Машина уже у меня, а платежи вполне посильные.",5 марта 2026,5,True,1,False
"Порадовало отсутствие скрытых комиссий и возможность досрочного погашения без штрафов. Менеджеры всегда на связи — отвечают на любые вопросы. Теперь знаю: если снова понадобится кредит, пойду только сюда. Взяла тут ипотеку на свой дом.",4 марта 2026,5,True,1,False
"Нравится, что можно открывать счета в разных валютах. Однако при обмене долларов на евро курс оказался хуже, чем в других банках. Оператор не смог объяснить причину, просто сослался на «рыночные колебания»",3 марта 2026,4,True,1,False
"Хочу выразить огромную благодарность менеджеру Ильяс, спасибо за консультацию, парень очень грамотный, желаю карьерного роста",26 февраля 2026,5,True,1,False
"Почему аккаунт чтобы удалить надо в офис приезжать, мне так впладлу через весь город ехать

Удалить аккаунт требует работодатель в связи с политикой компании",25 февраля 2026,1,True,2,True
"Пожалуйста, проведите обучение сотрудников правилам общения с посетителями. Складывается впечатление, что они разговаривают так, будто пришли в гости без приглашения.

При этом на ресепшене девушки всегда приветливые, вежливые и доброжелательные. Хотелось бы, чтобы такой же уровень общения поддерживался всеми сотрудниками.",23 февраля 2026,1,True,0,True
"К банку вопросов нет. Вопрос к менеджерам которые на ресепшене. Приходил в субботу открыть карту, менеджер проконсультировал, все рассказал, но произошла ошибка, в котооой указывалось - обратиться к старшему менеджеру банка. Извинился, попросил придти в понедельник, сказал то возможно что-то не работает.

Прихожу в понедельник: та же самая история. В смс явно написано: обратиться к менеджеру банка, есть скрин. Менеджер отправляет в цон, говорит что с доками не в порядке что-то. А с ними все в порядке. Поступил ответ: я не могу ничем помочь. И все. Отвернулась к другому клиенту, со мной диалог закончился)) пасиба))",23 февраля 2026,1,True,0,False
"Огонь!
Акерке консультант помогла очень и все показала и все рассказала!
Руководство, прошу обратить внимание и награждать таких сотрудников ❤️",20 февраля 2026,5,True,1,False
Нравится быстрое и чёткое обслуживание клиентов. Супер профессионализм сотрудников и работа до 19-00!!!,19 февраля 2026,5,True,0,False
"Страхуя автомобиль онлайн в приложении банка будьте готовы оплатить услуги брокера когда в другом страховом агентстве если вы страхуете онлайн таких комиссий нет. Менеджер ответил что они посредники и поэтому берут комиссию, а называют себя страховым агентством",18 февраля 2026,2,True,1,False
"Грубые,не клиентоориентированные менеджера!
Худший банк ,что я встречала ,в приложение указывают одни условия после выходит совсем иначе ,больше похоже на мошеннические действия и микро кредитные организации ,чем на банк !",17 февраля 2026,1,True,4,False
"Отличный банк, девушка консультант Акерке очень приветливая, полностью сопроводила по моему вопросу, всем рекомендую 🫶🏻",13 февраля 2026,5,True,2,False
"Этот отзыв посвящен конкретному сотруднику банка, а именно Амантай Ерсултану. Очень четко проконсультировал, подсказал оптимальный вариант решения нашего вопроса. Все время был рядом, чувствовали его помощь в каждом вопросе 💚",11 февраля 2026,5,True,1,False
"Отличный работник Айгерим, очень приятно было работать с ней. Компетентна организованая, помогла разрешить проблему быстро",11 февраля 2026,5,True,1,False
"2гис удаляет отзывы, по просьбе компании на которую пишут жалобу и оставляют пдохой отзыв!!!
Вообще НИКАКОЙ банк!!!",10 февраля 2026,1,False,5,False
"Спасибо большое супервайзеру Байбосын Акерке, такая умничка помогла открыть карту, помогла купить авиабилеты, все объяснила по кэшбэкам, карту распечатали. Супер сервис 10 из 10 🔥",10 февраля 2026,5,True,2,False
Фредом банк сіздерге жалоб онлайн менеджер операторларыңыз өздері не жіберіп отырғанын білмейді! Антифрод тізіміне менң бірнеше ай бұрын қосқан болатын және 1-2апта бұрын ол тізімнен шығарған болатын шығарғансон бірден каспи бцк халык банктарымнын барлығы ашылды ал фредум ашылмады звандасам оператор ватсапқа менеджерге жібереді ол менеджерлер өздеріңнін не жіберіп отқанында білмейді ашылмайтын сілтеме жібереді айтсам сөз ұқпайды! 080715552542 менің счетымды ашуларыңызды сұраймын,9 февраля 2026,1,True,0,False
"Супервайзер Байбосын Ақерке бәрін түсіндірді, өте пайдалы ақпарат алдым! Рахмет, жұмысым жеңілдеп, уақытым үнемделді осы маманның арқасында🥰👍",9 февраля 2026,5,True,2,False
"Неге посткредитный отдел 17:00 дейін ғана қабылдайды, неге жұмыс уақыты 18:00 ге дейін деп жазылған😡. Жұмыстан сонша сұранып шыққанда, ерігіп отырады ма елді қайтарып солай 18:00 дейін???",5 февраля 2026,1,True,1,False
"Где специальнаЯ парковка для клиентов?
Приходится парковаться на обочине дороги.
Полное безразличие к удобству клиентов",5 февраля 2026,3,True,1,True
"Страдает качество работы приложения и сотрудников в службе поддержки в самом приложении. Само приложение тупит и сформировано так, что не очень понятно интуитивно куда нажимать. Простой пример: я кликаю на ссылку как увеличить уровень лояльности (открывается страница с предложением открыть депозит), открываю депозит по прописанным там условиям, но оказывается нужно млн закинуть чтобы повысился уровень лояльности и чтобы это узнать нужно было не просто листать вниз до кнопки открыть депозит а открыть картинку с с информацией о повышении уровня лояльности. Откуда я узнаю что она кликабельная в принципе. Нужно по логике менеджера было тыкать все кнопки, а не следовать интуитивно по активным горящим ссылкам в приложении. По итогу я открыла депозит, который нельзя пополнить и теперь не могу докинуть недостающую сумму потому что это непополняемый депозит. Мне сотрудник просто ткнул что там все написано, но это написано как говорится мелким шрифтом догадайся кликнуть на картинку. Если бы я увидела информацию я бы закинула сразу млн, вопрос в работе с клиентами, где мне не предложили как можно поступить на мой прямой вопрос «как быть», а просто сказали «там все было написано, мы закрываем чат, обращайтесь». Смысл обращаться если вы не предлагаете варианты решения даже. Очень жаль. Сама идея хороша и банк старается, но вот такие мелочи подрывают доверие.",3 февраля 2026,1,True,1,False
"Самый худший банк из всех.
Обратная связь на уровне заготовленных ответов.
Не способны своевременно вернуть деньги при закрытии депозита, нарушая при этом статью 353 ГК РК.",2 февраля 2026,1,True,1,False
"Возникла ситуация со срочным снятием денег. Менеджер Айгерим быстро отреагировала, профессионально помогла и всё прошло без проблем. Осталась довольна сервисом и отношением к клиенту.",27 января 2026,5,True,1,True
Большое спасибо менеджеру Айганым за внимательное и профессиональное обслуживание. Консультация была максимально понятной и дружелюбной. Очень приятно работать с такими специалистами),26 января 2026,5,True,3,False
"Спасибо менеджеру Айғаным за терпение, вежливость и помощь. Помогла разобраться во всех нюансах, ответила на все вопросы. Приятно иметь дело с такими специалистами.",26 января 2026,5,True,2,True
"Не налажено открытие карты для не резидентов. Приедь в отделение, заполни заявку (минут 20). Дальше нужно ждать результатов проверки. Сказано в течении 3х дней, а по факту через месяц написали, что пройдена, И СРАЗУ ЖЕ, НА СЛЕДУЮЩИЙ ДЕНЬ написали, что срок заявки истек. Я должен был сорваться в тот же день к вам??
Теперь говорят подавать заново... Щас, обязательно",26 января 2026,1,True,0,False
"Хочу поблагодарить персонал Айганым за вежливость и профессионализм. Очень приятное отношение к клиентам, чувствуется забота и внимание. Результатом осталась довольна. Спасибо!",26 января 2026,5,True,1,False
Спасибо менеджеру Айганым за очень внимательно и вежливые обслуживание.Все было сделано оперативно с подробным объяснением.,26 января 2026,5,True,1,False
"Оставлю отзыв как физ.лицо. Пришел в субботу, в филиале чисто и немного людей. Нужна была справка и выписка с печатью банка. Менеджер Милана все объяснила и оперативно решила вопрос. В других банках выписку и справку о наличии денег с печатью банка делают за отдельную плату, Фридом сделали бесплатно 👍
Спасибо!",24 января 2026,5,True,1,True
"Меня обслуживал менеджер Алихан. От начала до конца моего вопроса помогал и был на связи. Огромное ему спасибо, грамотный специалист!",21 января 2026,5,True,1,False
"Супервайзер Акерке просто на самом деле супер - вежливость, компетентность и скорость обслуживания. Всё на высшем уровне!",20 января 2026,5,True,2,False
Ходила сегодня на консультацию по кредитованию) Менеджер Инкар объяснила все доступно и понятно 😌 Несмотря на большое количество людей в отделении моя очередь настала через 10 минут),19 января 2026,5,True,1,False
"Благодарим Стамшала Ильяса супервайзера WD за высокий профессионализм, оперативность и внимательность к клиентам! Все вопросы и проблемы были решены в кратчайшие сроки с положительным результатом.",19 января 2026,5,True,1,False
"19.01.2026 ж. Барыш осы банк арқылы толем жасамақ болған едім қолма-қол ақшамен толем жасаудан бас тартты. Карта ашып, соған ақша салмасаңыз наличка алмаймыз деген сылтаумен. Біздің елде қолма-қол ақшамен толем жасауға ешкім шек қойған жоқ еді ғой. Түсініксіз! Уақытымды жоғалттым. Халық банкінде ешқандай проблемасыз төледім.",19 января 2026,2,True,1,False
Менеджер Акерке помогла снять деньги из банкомата. Профессионализм и отношение к клиентам супер! Спасибо!,16 января 2026,5,True,1,False
"Байбосын Ақерке обслужила быстро,чётко,профессионально.Быстро выпустили карту,настроила приложение. Большая благодарность за профессионализм и внимание к клиентам!",16 января 2026,5,True,1,False
"Я очень довольна обслуживанием Айганым. Очень приветлива, грамотная, внимательная.
Всё понятно объяснила и помогала. Я осталась очень довольна. Спасибо.",16 января 2026,5,True,1,False
"Спасибо большое Ельдосу за оперативность, профессионал в своей работе помог быстро и оперативно увеличить лимиты по пос терминалу, очень доволен сервисом.",15 января 2026,5,True,1,False
"Сегодня посетил фридом банк и встретил меня супервайзер Ерсултан предоставил мне помощь и консультацию по карточным вопросам и премиальным картам очень компетентный сотрудник, не знаю почему он на позиции супервайзера из за этого ставлю 4 звезд",15 января 2026,4,True,1,False
"Бүгін банк бөлімшесіне келіп,Алмас деген менеджердең кеңес алдым! сыпаны келген білікті маман екен! Екі тілде кеңес берді! Үлкен рахмет! Осындай мамандарыңыз көп болсышы! Екі жыл бұрын келгенде сапа нашарлау еді!",15 января 2026,5,True,1,False
Рахмет сотруднику Алмасу за информативную консультацию по всем имеющимся вопросам и за помощь в открытии карты,15 января 2026,5,True,1,False
"Спасибо супервайзерам Ильясу и Ерсултану, за оперативность в решении проблемы. Остался довольным качеством обслуживания. Желаю им повышения по карьерной лестнице в банковской сфере.",15 января 2026,5,True,1,True
"Спасибо супервайзеру Стамшал Ильясу за консультацию по продуктам банка и хорошее обслуживание, остался очень довольным!!!",14 января 2026,5,True,1,False
Сотрудник Freedom Bank Ильяс оказал качественную и профессиональную помощь. Я осталась полностью довольна уровнем обслуживания👍,14 января 2026,5,True,1,False
"спасибо большое персональному менеджеру Толеухан Анель за оперативную и безупречную оказанную помощь и консультацию! невероятная вежливость, быстрая реакция и четкие ответы на все интересующие вопросы, остались очень довольны😁",14 января 2026,5,True,1,False
"Тугулбаева Меруерт Нурдаулеткызы- супер-менеджер. Сделала всё быстро, всем, кому было нужно, позвонила, все процессы ускорила. Дайте ей премию. Лучший ваш менеджер.",14 января 2026,5,True,1,False
Банк очень плохой заблокировали счет и остались без денег когда разблокируют не известно,28 апреля 2025,1,True,6,False
"Приятный персонал, подсказали и помогли в моем вопросе)",21 апреля 2025,5,True,0,True
Обслуживание в банке отличное! Быстро без проблем!,17 апреля 2025,5,True,0,True
Нормальное обслуживание не работали номерки потом заработали очереди небольшие.,10 апреля 2025,5,True,0,True
"Очень медленное обслуживание, медленнее чем у ленивца с зверополиса",7 апреля 2025,1,True,3,False
"Час ждала с талоном, в 19:00 подошли и сказали, что обслужить не смогут. Не успели, не рассчитали",26 марта 2025,1,True,1,True
"Сегодня так быстро перевыступила карту. Без очереди, с выпуском карты помог супервайзер Стамшал Ильяс, объяснил дальнейший процесс что нужно сделать в приложении. Был четкий, отзывчивый и добрый. Спасибо ❤️🙏🏻
P.S сделали все за 3 минуты максимум 😍🙏🏻",13 января 2026,5,True,1,False
"Осы филиалда жұмыс істейтін Айман Бектимурқызына алғысым шексіз, өз жұмысына тиянақтылықпен қарап, өз ісінің маманы деп айтуға болады, әр мәселені жік жігімен түсіндіріп, сұрактарға орнымен түсіндіріп айтып, барғандағы жұмысымды бітіріп берді. Осындай өз ісінің шебер мамандары көп болсын. Алғысым шексіз сізге Айман Бектимурқызы, жұмыста табысты болып, биіктерден көріне беріңіз.",12 января 2026,5,True,1,False
"Огромное спасибо за обслуживание , Банку Фридом , все мои запросы решились . Особенно благодарю за помощь - консультацию Консультанта Айганым Жумамурат -эксперт своей работы и просто доброжелательная девушка !!!",6 января 2026,5,True,1,False
"Акерке доброжелательный и добросовестный менеджер, на все вопррсы получены компетентные ответы! Спасибо",6 января 2026,5,True,1,False
Решил купить билет через приложение и там ошибки. Не буду пользоваться. Не удалось забронировать места,5 января 2026,1,True,0,False
"Хочу выразить благодарность отделению Freedom Bank за оперативную помощь. 27-го числа банкомат «съел» мою карту. Обратилась в отделение 31 декабря — честно говоря, не особо надеялась на быстрое решение, так как праздники и короткий день (работали до 16:00).
Однако мой вопрос решили всего за полчаса! Огромное спасибо менеджеру Меруерт. Она всё проверила, выяснила, что 30-го была инкассация, и моя карта уже в отделении. Очень вежливый и профессиональный подход. Спасибо за отличную работу в канун Нового года!",1 января 2026,5,True,1,False
"Работники кол центра все дают разную информацию, бесит аж, вроде элементарные вещи спрашиваю, но от трех сотрудников 3 разных ответа. Кошмар.",30 декабря 2025,1,True,1,False
"Супервайзер Акерке, хорошо помогла, радует когда специалист знает свою работу! С наступающим новым годом вас! Желаю вам процветания в вашей работе!",30 декабря 2025,5,True,2,False
"Звезду сняла за всех хамских там менеджеров! Похвалить могу только одного! Супервайзер Алмас, который от и до мне помог, все объяснил. Помог подать заявку. Ему отдельные от меня лично 10 звезд и благодарность!",30 декабря 2025,4,True,1,False
"В службе поддержки банка работают некомпетентные сотрудники. В июле не могла зайти в приложении, ошибка «ФИО не совпадает с данными в ГБДФЛ. Обратитесь в поддержку.». Спустя неделю каждодневных разбирательств с сотрудниками все-таки заявку решили и я смогла зайти. Не нужно было никаких действий, сотрудники банка сами что-то сделали и удалось зайти.
Все бы ничего, но 29.12.2025 ситуация повторилась вновь. Сотрудники поддержки не хотят решать проблему. Все в точности как летом: обновите данные в егове (с какого перепуга??? Мои данные в егове свежие, мне что там обновлять???), приходите в отделение для обновления данных (какого обновления, у меня данные полтора года не менялись!!!). Почему одна и та же ошибка уже второй раз, чем у вас заняты сотрудники ИТ??? Каждый раз когда я обновляю ваше дурацкое приложение у меня эта проблема!!! Я больше не буду обновлять тогда, потому что при обновлении ваше приложение становится нерабочим и я теряю доступ к мои деньгам.
Проконсультируйте сотрудников поддержки, чтобы они нормально отрабатывали в этой ситуации, а не предлагали мне какую-то ерунду. Номер заявки 531706",29 декабря 2025,1,True,1,True
